Volume of exports of major arms by region broken down by suppliers 1990-2023
Figures are in millions of SIPRI trend-indicator values (TIVs).
For the method used for the SIPRI TIV see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.
A '0' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV. An empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For a list of states covered by each region see <https://www.sipri.org/databases/regional-coverage>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 13 Apr 2024 8:20:07 AM

,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,1990-2023,% of regional total
,Israel,,,,,,,28,28,38,38,28,28,,,,,,,18,21,9,,,2,1,,,,1,1,,,,,238,0.5%
,Italy,,,,,,,,,,,,,,,,,,,,,,,9,,19,19,8,,,,,,,,54,0.1%
,Kazakhstan,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,6,0%
,North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,0%
,Russia,,,,,,,1241,798,153,1513,2326,2607,2540,2082,2914,3109,2486,1439,1491,1147,765,807,704,717,590,1212,986,1430,1960,1382,859,604,770,473,39104,77%
,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,7,7,2,,,,29,0.1%
,South Korea,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,14,0%
,Spain,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,50,25,,,,,,13,163,0.3%
,Switzerland,,,,,,,,33,33,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,33,33,,,,,,1300,2.6%
,Turkiye,,,,,,,,,,3,,3,,,,,,,,,,,1,,6,16,1,2,3,8,1,2,17,24,86,0.2%
,Ukraine,,,,,,,45,3,8,19,29,41,58,3,33,86,130,158,54,35,24,10,748,297,320,148,194,181,189,78,78,118,42,12,3141,6.2%
,United Kingdom,,,,,,,,,20,40,70,70,60,60,60,70,50,50,60,70,70,70,70,70,70,70,60,40,20,,,,,,1220,2.4%
,United States,,,,,,,2,,,,,,,,19,,,6,3,3,,,3,,3,36,3,3,0,1,1,1,1,,84,0.2%
,unknown supplier(s),,,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,0,6,0%
,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,34,68,,,,,,,,102,0.2%
South America,Regional total,786,975,581,344,851,760,964,1580,769,1137,787,1144,561,496,407,1147,1971,2041,1620,1261,1372,1499,1391,1494,961,945,508,341,508,278,699,513,840,311,31843,100%
,Argentina,6,0,,,0,5,,,,,2,,2,,,,2,,,,,1,,,,,,,,,,,,,20,0.1%
,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,242,0.8%
,Austria,,,,,,,,,,,,13,,,,,,3,,1,2,1,1,,1,5,1,,,,,,,,27,0.1%
,Bahrain,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,0%
,Belarus,,,,,,,,353,16,,,,2,,,,,,,,,,,,,,,,,,,,,,371,1.2%
,Belgium,,,,,,140,31,24,23,49,34,6,2,,,,50,,0,3,,,,,,,,,,,,,,,362,1.1%
,Brazil,,19,19,21,,,,,,,,,,,,1,44,48,45,24,102,18,5,,,,,,35,,18,,2,,402,1.3%
,Bulgaria,,,,,11,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.1%
,Canada,7,13,5,2,,20,,,,,1,,10,11,6,6,15,18,21,28,20,13,8,14,30,4,9,14,4,3,4,2,1,1,290,0.9%
,Chile,,3,8,,,,,,,,,,1,,,,,,100,,,,,,,,,,0,,,,8,,120,0.4%
,China,,8,20,3,4,2,,,,,,,3,5,,,14,27,41,55,99,29,51,97,91,116,80,,1,,,,,30,774,2.4%
,Colombia,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,5,0%
,Costa Rica,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0%
,Cyprus,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.1%
,Czechia,,,,,,12,4,,5,5,,,,,,,,,,,,,,,,,1,1,1,1,1,0,,,31,0.1%
,Denmark,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,2,,,19,5,,40,0.1%
,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,0%
,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,2,,,,,,8,0%
,Finland,,3,,,,,,,,,,,,,,,,,3,3,,,3,,6,,,6,,,,,,,24,0.1%
,France,236,275,114,63,22,57,46,193,94,180,92,472,22,23,40,300,59,58,62,68,71,71,33,62,93,120,140,39,34,85,53,72,398,1,3750,12%
,Germany,141,34,20,,343,53,181,79,86,191,172,,14,3,123,188,0,89,159,237,251,148,122,54,142,123,,76,,15,29,30,2,,3103,9.7%
,Hungary,,,,18,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.1%
,India,,,,,,,,,,,,,,,,,,,,27,,,,,,3,,,,,,,,,30,0.1%
,Iran,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,51,52,0.2%
,Ireland,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,13,46,,64,0.2%
,Israel,12,34,6,30,36,83,77,63,13,31,20,18,48,21,43,33,38,49,27,90,208,98,27,38,47,36,31,34,16,11,11,8,2,,1339,4.2%
,Italy,23,59,9,9,2,10,2,5,13,7,24,25,41,15,56,387,192,218,57,52,24,23,8,6,42,80,23,43,37,31,30,35,40,23,1647,5.2%
,Jordan,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,13,0%
,Kuwait,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.3%
,Latvia,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0%
,Mexico,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,9,0%
,Netherlands,13,50,8,,,,,1,,194,173,20,9,,13,138,328,289,6,12,104,209,92,42,112,20,14,20,14,,40,,,,1919,6%
,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,,29,7,48,0.2%
,Nicaragua,,,74,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.3%
,Norway,,,,,,,,,,,,,,,,,,,,,,,4,,15,40,,,,,,,,,59,0.2%
,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0%
,Poland,,,,,,,8,8,0,12,28,13,,,,,,,,,,,,,,,,,3,,,,,,72,0.2%
,Portugal,,,,,,,,,,,,,,,,,,,99,,,,,,,7,,,3,,,,,,108,0.3%
,Russia,,,29,,9,23,60,161,18,92,,7,44,,,,362,769,700,310,136,378,555,881,171,100,27,,,,,,,,4831,15%
,Singapore,,,,11,21,,,11,,11,11,,,,,,,,,,,,,,,,,,,,,,,,64,0.2%
,Slovakia,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0%
,South Africa,,33,1,,,,1,,8,,,,,,,,13,,,,,24,72,,,,,,,,,,,2,154,0.5%
,South Korea,,10,,,,,,,,,,50,,,,,,,,,16,,,,38,49,71,8,85,,72,60,1,6,466,1.5%
,Soviet Union,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0.3%
,Spain,30,21,8,8,16,8,20,32,66,21,,4,,34,4,38,380,70,76,75,93,272,62,25,38,32,26,13,,13,88,,,22,1592,5%
,Sweden,8,10,,,,3,39,1,,,16,16,90,60,,,,,,7,3,,,,5,2,1,1,,2,33,127,5,104,531,1.7%
,Switzerland,10,15,29,5,6,6,1,1,1,1,1,,,,,,17,2,1,2,1,1,1,1,4,,3,,8,9,,,,,126,0.4%
,Taiwan,6,,,,,,2,,,,,6,,,,,,,,,,,,,,,,,,2,,3,,,20,0.1%
,Turkiye,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,5,20,0.1%
,Ukraine,,,,,155,,,,,,,50,,,,,,,,,11,4,,,,,5,,,,,,,,225,0.7%
,United Kingdom,115,175,94,29,45,205,302,281,59,46,33,40,42,167,22,4,120,167,145,20,,4,88,44,2,2,2,3,148,30,32,38,212,8,2721,8.5%
,United States,78,208,138,131,168,117,127,369,270,297,181,402,232,158,100,52,329,235,63,192,230,206,249,214,119,208,69,75,108,75,42,105,89,52,5685,18%
,unknown supplier(s),,,,,4,,13,,,,,1,,,,,,,,0,,0,,9,,,,5,,1,1,,,,34,0.1%
,Uruguay,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0%
,Venezuela,,,,,,,,,,,,,,,1,,7,,3,40,,,,,,,,,,,,,,,50,0.2%
South Asia,Regional total,5365,3867,1681,1813,1872,1951,1543,2432,1588,2326,1676,2236,2694,3435,2798,1733,2138,3181,2937,3478,5522,5529,6159,7286,4610,4289,4015,4144,3475,5097,3613,5173,4373,3641,117671,100%
,Argentina,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0%
,Australia,144,72,,,,,,,,,,,17,,,,8,17,17,17,17,17,,,5,,,,,,,,,,329,0.3%
,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0%
,Belarus,,,,,,,,13,13,13,,,,6,,,,,,,,,,,,,,,,14,,,,,58,0%
,Belgium,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,11,80,0.1%
,Bosnia-Herzegovina,,,,,,,,,,,,,,,,,,,,,,14,,3,,,,,,,,,,,17,0%
,Brazil,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,94,14,27,21,,,,,168,0.1%
,Cambodia,,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0%
,Canada,,,,,,,,,,,,,,,,,,,,,,,,11,9,107,10,2,3,,,,2,2,144,0.1%
,China,434,496,289,694,362,258,174,92,119,123,108,322,290,275,102,108,329,247,323,747,760,672,740,1214,671,999,988,897,599,1243,495,885,1481,1824,19357,16%
,Czechia,,,,,,32,9,2,,,10,19,1,7,0,0,0,15,32,17,0,0,0,0,0,8,0,0,0,0,0,1,1,,154,0.1%
,Czechoslovakia,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0%
,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,19,10,33,0%
,Egypt,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,,96,0.1%
,France,86,88,115,61,61,57,99,43,159,378,123,105,47,306,180,115,28,8,317,39,44,48,54,89,58,130,118,423,205,722,724,1956,832,251,8068,6.9%
,Germany,46,59,249,34,221,10,5,28,40,21,165,9,12,12,11,8,28,85,80,52,60,29,10,45,42,67,29,9,33,102,59,62,60,36,1818,1.5%
,India,0,0,7,0,0,0,0,0,0,0,16,2,0,4,24,5,24,21,11,,5,3,,5,5,12,3,37,37,2,5,2,3,,232,0.2%
,Indonesia,,,,,,,,,,,,,,,27,,,,1,,,,,,,,,,,9,,,,,37,0%
,Israel,,,,,,5,71,48,70,45,173,107,114,164,212,275,219,119,41,130,106,166,163,118,155,157,497,609,526,158,104,202,215,596,5562,4.7%
,Italy,30,15,,,,,,,,5,18,40,49,57,67,57,20,5,3,22,139,440,120,127,38,30,15,84,142,32,3,3,39,44,1641,1.4%
,Jordan,,,,,,,,,,,,,,,,,,,,,,,,24,114,7,,,,,,,,,146,0.1%
,Kazakhstan,,,,,,,12,3,3,3,3,13,,,,,,,,,,,,,,,,,,,,,,,38,0%
,Kyrgyzstan,,,,,,54,,,,,,,,76,,,18,18,,,,,,,,4,5,5,,,,,,,180,0.2%
,Lebanon,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,48,0%
,Libya,,,,,,,,,,,,,,,113,113,,9,14,14,9,,,,,,,,,,,,,,270,0.2%
,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,13,0%
,Malaysia,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,0%
,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,0%
,Netherlands,150,125,125,125,175,114,100,134,122,72,34,37,,,35,25,,,,10,19,,,,10,10,10,,,,80,10,54,32,1604,1.4%
,New Zealand,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0%
,North Korea,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0%
,Norway,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,0%
,Pakistan,80,,,,,,,,,,4,,,,9,6,,,1,,,,,,,,,,,,,,,,100,0.1%
,Poland,,,,,,,,,0,6,16,49,22,56,39,,218,101,,,,,,11,,,,,,6,,,6,,531,0.5%
,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,11,0%
,Romania,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,0%
,Russia,,,598,519,496,1111,675,1232,516,1118,790,1242,1941,2099,1555,696,942,1777,1324,1461,2375,2635,3968,3907,1828,1926,1889,1451,1278,1301,1128,1243,1077,432,46529,40%
,Serbia,,,,,,,,,,,,,,,,,,,,,,,,10,,10,9,,27,,,,,,56,0%
,Singapore,19,3,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,26,0%
,Slovakia,,,,1,,45,50,50,,,,27,30,,,,3,,9,,,,,,,,,,,,,,,,216,0.2%
,South Africa,,,,,,,,,,18,,15,,,2,1,,,,,,5,38,38,,,,14,14,19,19,2,13,,198,0.2%
,South Korea,72,108,,36,,,,25,,,10,180,,,,,,,,,,,,,,,,,26,191,191,26,,,865,0.7%
,Soviet Union,3864,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,5.4%
,Spain,,,,,,,,,,,,,,,,,,,,,,,,10,,,,13,,,,,13,23,58,0%
,Sri Lanka,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,8,0%
,Sweden,51,16,6,13,6,6,4,4,4,6,6,6,6,6,6,4,4,4,11,84,244,4,4,4,4,4,8,4,16,80,80,80,,,786,0.7%
,Switzerland,75,75,75,75,75,55,50,,,,,,,,,,,39,73,44,,,,45,48,34,20,20,,13,,,,,815,0.7%
,Thailand,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,3,,,82,0.1%
,Turkiye,,,,,,3,3,0,,,,,,,,,,31,34,7,,22,22,25,,24,,13,116,,,27,40,282,648,0.6%
,UAE,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,34,0%
,Ukraine,,,7,7,12,78,63,486,450,454,74,43,22,78,87,12,33,15,30,70,72,145,57,120,53,61,63,19,23,12,17,28,28,22,2735,2.3%
,United Kingdom,265,282,154,196,421,90,39,97,52,44,43,6,34,8,120,117,,164,225,112,149,140,160,141,150,150,130,7,19,47,44,144,141,,3889,3.3%
,United States,47,44,50,26,35,34,185,172,31,8,82,15,58,31,85,189,185,508,376,412,1316,980,824,1338,1417,539,128,525,385,1125,663,445,226,78,12561,11%
,unknown supplier(s),,5,,,,,,,1,0,,,3,,,0,,,17,,,,,,,,,,,,,,5,1,33,0%
,Uzbekistan,,,,,,,,,,,,,,252,126,,,,,209,209,209,,,,,,,,,,,,,1005,0.9%
South East Asia,Regional total,1446,1262,676,972,1810,2469,1723,2718,1464,1709,1075,680,823,893,1171,1145,678,1712,2156,3395,1740,3394,2578,2835,2915,2209,3034,3292,2567,1637,1249,1539,1572,1960,62498,100%
,Australia,2,,,,,,10,14,,,,1,,8,,,,,,,30,30,15,24,19,43,32,34,,1,,,,2,265,0.4%
,Austria,,,,,,,18,,18,,,,,,,,,,,2,3,2,,,,,,1,1,0,4,3,2,7,61,0.1%
,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,60,66,81,23,23,30,23,23,23,15,364,0.6%
,Belgium,,,,,,,3,4,1,,,,,,,,,,,,,,,13,1,9,4,17,16,2,3,3,,,75,0.1%
,Brazil,,,,,,,,,,,,,20,,,,,,,,17,,18,,24,47,18,,,,53,,2,,197,0.3%
,Brunei,,,,,,,,,,,,,,,,,,,,,,24,,,,,12,,,,,,,,36,0.1%
,Bulgaria,,,,,,,4,4,,7,,,,,,,,,,,4,,,,,,,,,,,,,,19,0%
,Cambodia,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%
,Canada,4,7,4,6,11,3,,1,4,2,,3,,2,,0,,4,11,5,,0,16,13,20,13,5,,,3,3,2,4,7,152,0.2%
,China,240,405,202,331,358,433,265,195,156,116,24,50,9,57,72,84,85,63,22,39,25,288,368,339,112,218,323,273,216,199,26,170,319,253,6334,10%
,Czechia,,,,32,139,,8,8,,,,,,21,1,26,,,1,,,,,29,12,12,32,,,12,,,13,13,360,0.6%
,Denmark,,,,,3,,,,,,,,,2,,,,5,,2,,17,7,,9,5,,5,5,2,,,17,17,96,0.2%
,France,63,29,53,61,33,18,141,112,9,33,25,27,14,18,21,23,38,342,870,962,44,47,107,92,83,133,62,280,473,394,157,86,114,126,5091,8.1%
,Germany,242,277,64,200,458,249,174,31,18,44,76,101,24,6,29,6,86,19,137,184,281,371,24,34,151,73,209,159,120,52,32,57,15,782,4783,7.7%
,India,,,,,,,,,,,5,,,,,,9,3,4,,,,,6,,27,12,,,3,148,,,30,247,0.4%
,Indonesia,,,,,,,,9,,54,,,,,,9,9,,,,,,,,,,85,85,15,,,,,,266,0.4%
,Israel,16,16,,,6,6,52,49,39,17,51,53,25,27,25,8,34,70,6,44,73,75,58,41,16,29,182,217,209,91,67,69,263,222,2155,3.4%
,Italy,37,37,11,2,26,83,16,176,99,277,18,,13,13,19,19,52,18,24,126,15,43,68,68,40,50,46,30,62,40,5,18,18,13,1579,2.5%
,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,13,19,0%
,Jordan,,,,,29,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,42,0.1%
,Malaysia,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0%
,Netherlands,6,6,,32,94,95,,,,18,15,,7,,7,16,,311,152,152,,14,,21,21,5,,464,19,36,3,98,10,,1599,2.6%
,New Zealand,,,1,,,,,,,1,1,,1,,1,0,,,,,,,,,,,,,,,,,,,5,0%
,North Korea,,,,,,,4,4,31,11,,,,,,,,,,7,6,,,,,,,,,,,,,,62,0.1%
,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,63,,,78,0.1%
,Oman,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%
,Pakistan,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,16,0%
,Poland,33,22,17,,30,,,,,,,,4,,,15,,31,73,67,19,,15,15,,,1,,,,,,,,342,0.5%
,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,0%
,Romania,,,,,,,,2,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,4,0%
,Russia,,,,,,858,172,181,210,178,9,178,244,248,447,304,167,521,623,628,394,1460,927,731,1152,777,719,534,485,187,91,104,188,120,12837,21%
,Serbia,,,,,,,,,,,,15,,,,,5,5,45,,30,,,,,,,,,,,,,,100,0.2%
,Seychelles,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0%
,Singapore,,,,,,,,5,,,,,4,,65,,,,,,3,4,75,,,,,,,,,,,11,166,0.3%
,Slovakia,,,,,,,,5,8,,4,,,,,,,,,,,,5,,5,,5,,,,,,,,32,0.1%
,South Africa,,,20,,,,,,,,,10,12,,0,,,,13,,,7,2,9,,,18,23,21,18,24,14,6,6,202,0.3%
,South Korea,,,,24,7,27,24,,32,,,,,96,5,2,10,174,6,94,,134,19,206,136,39,33,379,533,314,288,364,19,5,2969,4.8%
,Soviet Union,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0.3%
,Spain,,,,,,,13,471,,8,,,,,,13,13,13,,300,,,25,49,45,148,175,73,,25,,,38,29,1435,2.3%
,Sweden,15,15,3,3,,180,,77,,23,213,135,3,17,3,0,,,,,27,284,149,185,12,14,14,6,25,5,5,,20,5,1434,2.3%
,Switzerland,5,47,47,,,0,0,5,17,10,,11,6,,,,,13,95,,9,,,,36,120,6,26,,,57,,,2,512,0.8%
,Thailand,,,,,,,,,,,,,,7,7,,,,,,,,,,,,2,2,,1,,,,,20,0%
,Turkiye,,,,,,,,,,,,,27,43,14,,,,,,34,,,,16,18,23,29,22,22,22,17,43,31,361,0.6%
,UAE,,,,,,26,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,28,0%
,Ukraine,,,,5,28,27,63,18,4,58,10,,15,40,,16,26,14,20,51,31,39,178,69,82,60,85,109,65,6,0,2,2,,1122,1.8%
,United Kingdom,4,10,175,15,277,122,227,128,139,594,76,13,20,68,23,37,55,53,,3,8,,5,46,601,28,58,51,64,147,39,17,17,17,3134,5%
,United States,598,359,82,261,312,342,530,1213,679,258,551,82,370,212,433,567,76,55,55,729,687,554,496,846,266,271,789,470,174,46,183,417,428,234,13625,22%
,unknown supplier(s),,,,,,,0,,,,,1,,,0,,,,,,,1,,,,4,3,,4,1,,8,14,,35,0.1%
,Viet Nam,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,10,,,,,,24,0%
,Yugoslavia,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.1%
Sub-Saharan Africa,Regional total,421,299,555,465,549,129,337,435,697,774,632,459,393,678,794,685,1094,1244,934,631,1088,1368,1194,868,884,612,794,534,532,581,515,762,588,608,23131,100%
,Albania,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,0%
,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0%
,Angola,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,0%
,Armenia,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,0%
,Australia,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0%
,Austria,,,,,,,,,,,15,,,,0,,,,1,1,1,1,2,,,,1,1,0,,,,1,2,25,0.1%
,Belarus,,,,8,,7,25,8,34,207,61,12,24,28,19,34,,4,51,14,15,,,66,8,48,42,17,19,41,36,34,36,,897,3.9%
,Belgium,,,,,,,,,,,,,18,,,,,21,12,1,7,,,,,,,,,,,,,,60,0.3%
,Bosnia-Herzegovina,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2,,10,0%
,Brazil,,,,,54,,,,18,,,,,,10,,,6,,11,,14,10,27,3,,,,18,,,54,,,224,1%
,Bulgaria,,,,28,,,,2,41,87,6,,25,20,19,68,,8,4,13,,,13,8,4,17,0,16,14,10,3,7,17,,430,1.9%
,Canada,33,2,,,4,8,25,53,2,,26,,,,,,3,,,1,1,3,3,8,12,3,3,,2,5,1,8,6,6,217,0.9%
,Chile,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.1%
,China,,64,24,,15,3,10,91,,19,60,19,34,150,38,60,155,50,73,84,245,157,261,385,247,120,186,145,56,69,118,183,97,115,3331,14%
,Costa Rica,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,0%
,Croatia,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,10,0%
,Czechia,,,,,,,,7,7,11,9,,3,,,13,,13,,,,,,,3,28,,,1,,11,4,,,109,0.5%
,Czechoslovakia,,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.2%
,Denmark,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,12,15,0.1%
,Egypt,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,0.1%
,Eritrea,,,,,,,,,2,0,,,,,,,0,,,,,,,,,,,,,,,,,,2,0%
,Ethiopia,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.1%
,European Union**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0%
,Finland,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0%
,France,56,38,25,20,40,9,31,1,,6,12,,1,5,,20,31,30,4,1,12,24,47,11,22,28,82,29,51,54,66,48,21,138,962,4.2%
,Georgia,,,,,,,,,,46,69,,,,5,,,,,,,,,,,,,,,,,,,,120,0.5%
,Germany,6,6,7,,2,,13,,6,,22,20,,,1,225,550,781,253,5,,5,24,1,3,1,3,,,2,,4,,5,1944,8.4%
,Ghana,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,19,0.1%
,Hungary,,,,3,,,,24,,,,,34,,,,,,,,,,,41,,,,,,,,,,,101,0.4%
,India,7,,,9,2,2,,,,,,,,,7,15,,,,,,1,,7,35,,33,19,10,15,,20,4,,184,0.8%
,Indonesia,,,,,,,,,,,,,,,,,,,,,,4,,,,,,9,,,,17,,,30,0.1%
,Iran,,,,,,,,,,,,,,9,,2,15,,3,,,,,,,,,,,,,,,,29,0.1%
,Israel,,0,202,239,202,,,4,4,7,6,7,18,,6,23,4,1,10,15,2,48,16,21,4,10,28,9,,11,25,20,5,27,975,4.2%
,Italy,,,11,2,13,,7,44,1,,21,8,,8,17,21,44,37,17,43,23,6,8,5,38,0,9,18,12,50,60,18,4,20,561,2.4%
,Jordan,,,,,,,,,,,,,,,,,,0,,,83,,21,,,,,9,,,,,,9,122,0.5%
,Kazakhstan,,,,,,,,,2,10,16,,,,,,,,,,,,,,,,,,,,,,,,27,0.1%
,Kenya,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0%
,Kyrgyzstan,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0%
,Libya,16,,,,3,,,3,10,,,,21,16,,,,,3,,,0,,,,,,,,,,,,,73,0.3%
,Libya HoR*,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,1,0%
,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,60,0.3%
,Luxembourg,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0%
,Malawi,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0%
,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0%
,Moldova,,,,,,,,,,,6,42,60,13,,18,3,19,29,20,,,,,,,,,,,,,,,211,0.9%
,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,0%
,Netherlands,,,,,,1,,,,,,,,,,14,3,,,4,,,10,,,,20,,,,,44,62,30,186,0.8%
,Nigeria,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2,3,,8,0%
,Norway,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,13,0.1%
,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,53,,,55,0.2%
,Peru,,,,,,,,,,,,10,,,5,,,,,,,,,,,,,,,,,,,,15,0.1%
,Philippines,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,0%
,Poland,,,,,18,3,,7,,47,2,,10,17,,,,,,,0,,,,,,,,,,,,,,104,0.4%
,Portugal,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,3,,,,,5,0%
,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,,14,0.1%
,Romania,,4,7,,,,5,,,,3,,,24,,,,,,1,,,,0,,,,,,,,,,,44,0.2%
